commodity_encoded,tonnage,market_arrivals,current_price,rainfall_deficit,warehouse_temp,humidity,moisture_content,future_price,spoilage_label
0,734.7449897803971,3703.3,2200.0,13.012551353285012,28.762287107303237,68.62893660339951,15.68530995768563,2328.663779319556,0
0,967.7951376349514,3014.9,2300.0,-11.371585745589755,30.285637595832622,60.43974790531311,14.014075092363584,2570.3157894036312,0
0,534.7162017038479,3197.1,2250.0,40.62658240127796,19.452946994473407,66.28435018226034,14.998818182374436,2226.9292832474734,0
0,399.89439988059684,3384.3,2550.0,24.35723775327115,23.38798767490275,67.7331693554203,18.399576388679055,2595.7185764109463,1
0,1500.971659111454,3310.7,2750.0,31.248575445309843,28.86563237778901,75.42095941960605,18.674044028681376,2945.7255961764013,1
0,681.5213432369599,4596.5,2850.0,1.1689453949394668,24.043124676315454,64.3146448512318,14.43345982102813,2773.231867045027,1
0,1676.1068583432566,3560.6,2900.0,33.62027622991899,22.651188696927974,70.32635869883495,15.752115444422303,2763.743257878721,0
0,1992.095680725967,3019.4,3000.0,-12.924507714763212,23.758517755525773,72.06188611044581,18.99055821024042,3350.716560143834,1
0,337.9156650733676,3580.6,3800.0,-9.338145216186373,26.439826455008912,71.48093478410227,12.421386654637576,3759.01297937316,0
0,1051.4632251506605,3608.2,3600.0,10.621088641010996,31.99727201787322,84.34851916666955,19.11315969596628,3646.9447590994305,0
0,1643.7126067594454,3554.0,3400.0,-8.368079520212522,24.901894007463447,61.137605944757404,13.753474765218654,3072.8111412213307,0
0,1620.1116137742204,2764.7,3200.0,32.740122204069706,20.918922649359647,83.77420466130998,17.428313953715005,3099.427979934268,1
0,1567.9948849957432,43.0,2100.0,3.163593508632573,20.279852053907327,74.54843034985083,16.660413571076802,2337.7795089590263,0
0,828.1908835434397,41.0,2200.0,-12.016485739356238,18.5928964646698,79.89319287424595,16.42352598551402,2261.090452612005,0
0,1016.9358602330941,28.0,2100.0,-15.25454762743206,25.8234412888565,70.75981545040189,18.87488179802257,2096.3861110116986,0
0,1270.9430432146464,19.5,1800.0,32.43483315488197,25.62400928084368,71.34594703142452,12.81257714915729,1950.5212809571576,0
0,1953.093050431863,30.0,3200.0,-48.60188796835152,20.87327497492433,81.98316247539559,14.77622420260509,2884.1413272051623,1
0,789.5850876892872,29.7,3500.0,-10.275971568355,27.73461169033594,82.39836240729755,16.306021970758124,3412.902643491142,1
0,1861.658997890344,30.5,2800.0,50.072619599054754,28.37549858281553,65.96722203578244,18.49031083156832,3182.198053474126,1
0,684.8424527248894,26.0,2800.0,6.390916733078486,21.62737487534956,64.98104696461546,13.731544667293372,2791.6052431438306,0
0,1980.3340378526682,28.5,3500.0,32.91132982631592,22.81739669641631,72.40587934674878,18.42343873099421,3488.0539085960622,1
0,1406.474636289665,41.0,3500.0,25.687483022300434,31.866603412861593,82.50692567819229,15.197107859951487,3747.6206004094915,1
0,1034.3206646453918,28.0,3200.0,10.228142441155528,23.239702549910277,68.0588773351544,13.511310851469563,3439.7419047468106,0
0,1304.1027705144888,29.5,3500.0,-26.472764572082056,28.651223404585423,76.30036538347828,18.071891523547862,3226.6752595310772,1
0,690.5561042723723,30.2,2400.0,-18.14675221811202,24.33815597281916,77.70379219351503,12.727191211796383,2461.627200963332,0
0,693.51294352064,18.0,2400.0,-18.567991620944873,29.106827590053662,79.46686662235389,16.118138992603544,2652.83383826875,1
0,404.3981789182889,40.5,2400.0,27.051268207507754,28.76632534295707,74.09811144802408,12.511006270895107,2307.3958849265728,0
0,405.29053586971776,41.4,2500.0,31.73951433700763,27.348584352779497,70.06137945697424,14.851342841262301,2444.1353720443904,0
0,825.8091346440405,16.0,2500.0,-6.970364475952987,29.96689684813811,84.17539971997432,16.80861439205114,2504.322807029254,1
0,1573.1398602134689,9.1,2500.0,13.030704264577501,31.149058928287594,75.28326883257131,16.448924331897704,2604.1517341610697,1
0,1294.3481016766925,15.2,2800.0,15.202867461805276,26.119766486329176,78.21413029083178,15.237243343237331,2560.1522782414436,0
0,384.65220859583746,49.2,3000.0,16.954878292335632,21.32456470111844,68.62457114239696,15.432383951776925,2439.7450607833644,0
0,1734.0257449566398,33.0,3500.0,-4.049666153020798,23.58080546301705,76.74872952507701,13.814156426806132,3545.2536282770984,0
0,1282.4617285821196,45.0,3500.0,55.951389959273506,28.616279989186104,66.44494155410315,15.647060707392823,3744.834340406029,0
0,1929.5400382126036,20.8,3500.0,31.94685465938341,27.112368791734173,66.1274229382159,19.626038845766672,3434.488544245601,1
0,1406.3338413401736,2.5,3500.0,16.82709411977096,20.489176739913482,77.86805504523566,18.803623342270324,3371.816034956455,1
0,515.3147546675258,6.0,3600.0,2.029245477002865,18.717353576049945,73.03486840657338,13.16186295261075,3563.935252772678,0
0,1052.81005215408,41.5,3700.0,-5.839211287563469,27.561462309588908,77.08191526055974,12.238246298567368,4054.655249726003,1
0,1367.2956755849675,54.8,3800.0,24.947377336648714,21.515106336410835,66.7359622687023,19.468194501733045,3648.479999098026,1
0,250.87646188995984,33.3,3800.0,3.1556988057689974,24.99538341220675,74.96808352641825,16.21399799904598,3930.0243654078367,0
0,226.8384754786542,30.0,3500.0,18.343298164883677,28.45445481517632,71.09834124257782,16.30270258519446,3257.75009060862,1
