commodity_encoded,tonnage,market_arrivals,current_price,rainfall_deficit,warehouse_temp,humidity,moisture_content,future_price,spoilage_label
0,440.592190437812,10.0,3320.0,69.63117108610105,30.13764422730216,84.42403351620658,16.696022141950753,3352.286392713968,1
0,856.2421782368115,5487.999999,5200.0,26.96347196559213,31.802442477835086,78.0656528249479,14.288938993690875,4973.3846286062135,1
0,1725.057595809374,2514.0,5600.0,-3.991207835227797,19.14755645465847,78.82367448907549,19.81021920955432,5402.43011265458,1
0,292.42044746315366,3612.0,4000.0,6.7152261517081,19.200983831419457,67.0104023798517,14.93774280907238,3761.907766747107,1
0,1924.43346228297,3234.0,5200.0,-2.365895187612349,24.285191603077603,80.46360433979072,17.96905824517129,5050.488817497297,1
0,396.94405809907903,2145.0,5200.0,-7.659136976793544,30.36987976090601,82.35819355458304,17.714574103826216,4969.219727414449,1
0,319.07090835131004,1665.999999,4000.0,15.022112444207622,23.788099281702763,60.495199890607296,18.78868436477162,4379.702607763282,1
0,1965.834690250779,2904.999999,5200.0,46.671599661464,18.198774948366975,73.79276429547356,18.75721229146108,4988.650711987934,1
0,569.7946758082069,6230.000001,5200.0,7.117144529960824,18.61671700081496,75.94228182369292,19.005930197521103,6339.333979881911,1
0,1030.5097018044876,3699.999999,5200.0,40.54595196666105,23.928358388858324,60.784543246066185,18.255171121843915,4474.484181440123,1
0,773.5036316250976,2505.0,4000.0,-18.916328710126077,18.49984330812692,66.04956791654925,17.41521401498547,3386.8564616402014,1
0,1101.9479658856842,2742.999999,5600.0,-14.043325331941803,22.19976693969418,73.00796712210513,18.935812013482845,5265.177187401606,1
0,1405.915126056375,2567.000001,5200.0,-4.769747166263691,30.64693114519464,62.09552273041866,12.482734351483671,4973.435702973193,0
0,303.4684053713289,2118.999999,6250.0,-12.382375319807927,29.32272484715404,64.8210982046126,13.785699264732012,7004.300022676799,1
0,623.9191154900348,3210.0,5750.0,-1.3320858646077234,27.30962960929429,69.07864929756194,15.041503429179684,5845.733414990942,1
0,978.9582145566416,1932.0,4650.0,22.346732227014783,18.013582379350684,77.39368845776025,13.150945733781608,5016.958402455108,1
0,1984.8996264874704,8598.0,6250.0,73.66059079259435,30.370703877395695,71.95672423560045,15.62271328203058,6648.529244771544,1
0,223.897481352683,1377.0,5750.0,-15.199147608109389,29.11592865427486,74.06729675905252,15.226661714437846,5290.760976175619,1
0,628.4743907532145,1440.999999,6250.0,48.47689381371429,20.284714221535328,74.13625229528851,12.388948469114135,6607.178687275589,0
0,1870.867370558189,1350.0,5750.0,-20.0643137599186,19.80315529378115,62.90557965920189,15.814476282846826,5805.657764549245,1
0,582.2889377164647,1407.999999,6250.0,19.9528976968787,20.621320778161166,61.92749810956679,19.66326438502688,6221.169681495474,1
0,465.478416183589,35.0,4300.0,3.2571091299115977,18.312689605727808,78.07668419653069,17.59823755676058,4650.164826922118,1
0,1029.9001087731783,158.0,3300.0,33.95439051621716,20.95775173449995,80.68221957189674,13.39052930701519,3470.641341471568,1
0,530.0244943746227,158.0,3300.0,25.144922276982854,21.454540306577044,67.31279079491249,15.944012697905851,3226.1125691390307,1
0,1431.4844194840052,16.0,2600.0,4.45157389612765,23.42353517571756,63.09314309663889,13.034669051668669,2661.6865320059865,1
0,612.8505146492894,25.0,9000.0,8.034879283939409,25.7649837340605,63.00238285209607,18.802574179262123,9327.998039339876,1
0,1969.1102350341969,22.0,5000.0,-26.40793605496829,27.600676596284107,63.78785521062694,17.883511431463976,4931.126251925452,1
0,1021.0656776101268,20.0,5200.0,19.856885821788406,24.234802940443693,71.86660754826309,17.25749990024928,6150.3882818837565,1
0,1186.273637530919,18.0,2800.0,6.5025108028143705,23.926618885534303,64.1211738765659,15.503604774336075,3000.549892335864,1
0,707.2015174683229,21.0,5400.0,2.268664387938152,26.322658103569253,68.3925173430247,15.58617165181306,5467.558593920592,1
0,1089.8723747477322,21.0,2900.0,-13.14395964097493,24.25404065887824,70.35714291691096,13.052316976969532,2761.5240645699014,1
0,1834.0364300346343,20.0,2900.0,33.90655927775428,28.49020126302321,68.9645189941277,17.693095446204293,3018.88232477784,1
0,276.578302881729,20.0,5200.0,-5.157179452115354,21.714409133247887,72.06418283831418,17.71097405716123,4767.795692436769,1
0,587.9342656133458,18.0,2900.0,-14.661402930625384,19.77827004743419,66.3846261059657,14.487213087709948,2975.9568019344447,1
0,1438.1097158525822,24.0,2900.0,-6.639152385606238,30.706119149763524,80.07676441461885,18.90405667871389,2539.7754454401806,1
0,1321.1411714163785,17.0,5400.0,2.695766431655789,18.939846530772503,64.46109993663916,14.48369334854674,4861.97151383533,1
0,1198.766652164416,19.0,2900.0,-22.86126695066436,30.53500724102144,77.55318542664882,16.505049210342065,3191.53020146066,1
0,268.19640829886623,19.0,2900.0,20.4041614105012,25.004544407120136,62.12890835073875,18.870986137773198,3112.538591883168,1
0,401.8437560457797,19.0,5200.0,21.05699909195476,30.74433554063336,72.15693239220153,12.281160598628142,5029.264245845043,1
0,257.5898321088844,19.0,5200.0,26.47053546921579,22.67361975641276,60.57986527611037,19.37974960689541,5110.736391572335,1
0,1447.0385335504138,18.0,2900.0,23.01682275135789,26.928545938327368,75.98226462899692,13.561929615637812,3109.154567554709,1
0,902.8072438208624,24.0,2900.0,8.318201485527393,26.955264965310224,65.72411287088968,15.861774883546804,2947.345294595988,1
